tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1394439,444284,True,Sat Oct 28 14:15:49 +0000 2017,"@AmazonHelp No clue who is neela krishna, problem is I seem to have two accounts which I haven't made and am unable to link my phone to prime account https://t.co/6jHq2uzPIn","1394441,1394442",1394438.0
1307246,425475,True,Fri Oct 27 03:30:00 +0000 2017,"@AmazonHelp And then after speaking with 4 to 5 different agents, all giving me different responses, my refund was issued, however I’m left without",,1307243.0
2588298,733289,True,Mon Oct 30 19:41:48 +0000 2017,@AmazonHelp do i need to see who the carrier is?,2588299,2588297.0
1766839,531312,True,Wed Nov 08 17:45:22 +0000 2017,@AmazonHelp A series of false assurances. People saying “Amazon don’t give compensation” when their colleagues have already offered it in email…,1766840,1766838.0
934358,341643,True,Sat Oct 21 17:27:14 +0000 2017,"@AmazonHelp Oui, on verra ce qu'il y a dans ma boîte aux lettres lundi ^^",934356,934363.0
404069,211642,True,Mon Oct 09 21:07:15 +0000 2017,@AmazonHelp Prime to locker... But then 1/2 https://t.co/D5nTCHkHS8,,404067.0
498401,233975,True,Fri Dec 01 19:10:54 +0000 2017,@AmazonHelp Les promotions peuvent arriver du jour au lendemain ?...,498403,498400.0
1568747,483987,True,Mon Nov 06 18:49:26 +0000 2017,@AmazonHelp  https://t.co/DL2roD7yVQ,1568748,1568746.0
1677139,510152,True,Mon Nov 06 15:04:15 +0000 2017,@AmazonHelp Was told 11/1 https://t.co/GZh3P5yqPC,1677140,1677138.0
1185009,398641,True,Tue Oct 24 23:12:49 +0000 2017,"@AmazonHelp Friday, Oct 25th. which is still FOUR business days, not 2.",1185012,1185008.0
2720514,739514,True,Mon Nov 20 09:35:47 +0000 2017,"@AmazonHelp Non, c'est moi qui vous remercie. Quand ça ne va pas, on proteste et on a raison de le faire. Mais quand ça va très bien, il faut aussi le dire. Article parfaitement emballé, par ailleurs.",2720513,2720515.0
1031900,364162,True,Mon Oct 23 07:12:35 +0000 2017,@AmazonHelp Fine. Still funny your system believes the address was wrongly entered; the default picked one that worked countless times before. :),1031902,1031899.0
853900,322818,True,Fri Oct 13 14:45:28 +0000 2017,@AmazonHelp Acabo de ponerlo en devolución y reemplazo porque no se salva ni un trocito del libro,853902,853899.0
2781933,669050,True,Tue Nov 21 16:34:07 +0000 2017,"Evening @AmazonHelp, do you sell anything like this for UK delivery? https://t.co/Wu3fpj3W1z",2781931,
648406,274086,True,Sat Jun 13 02:17:56 +0000 2015,@AmazonHelp here this on my gift card activity balance hold and balance withheld. http://t.co/R3c5NVmMuP,648408,648405.0
5328,116936,True,Sun Nov 26 00:06:14 +0000 2017,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,5326,5330.0
2425990,696641,True,Fri Nov 17 11:05:00 +0000 2017,"@AmazonHelp Yeah I got a full refund when I called up, thanks",2425991,2425988.0
2551316,724548,True,Mon Oct 30 17:18:18 +0000 2017,@AmazonHelp Here's an  email from the 27th telling me in great detail that the product has been released. Nobody got back to me despite assurances https://t.co/HzHWaTXcYz,"2551317,2551318",2551314.0
2434601,502527,True,Mon Oct 30 11:01:03 +0000 2017,"@AmazonHelp We can manage everything buy you can return a order if its delivered to someone else.
In every situation, customer have to handle all these.",,2434600.0
896725,332953,True,Wed Oct 18 19:41:12 +0000 2017,@AmazonHelp 2/2 Then tried to find a solution to problem before realising it is not something I can resolve. Need to replace/refund. Can you advise?,896724,896726.0
1285045,181312,True,Mon Oct 16 08:54:22 +0000 2017,@AmazonHelp Pl tell me if I don't receive product doesn't make any payment of that product then why u cancel my order under limited quantity condition,,1285043.0
1843542,552378,True,Sun Nov 26 07:57:28 +0000 2017,@AmazonHelp My account got locked. And i had a balance of $13 on there will i get that money back.,,1843540.0
1409106,447527,True,Thu Nov 02 02:10:06 +0000 2017,"@AmazonHelp When I click on personal videos, it brings up a blank page, no videos in there.",,1409105.0
982019,352833,True,Sun Oct 22 14:17:30 +0000 2017,"@AmazonHelp Yes, and missing from last 4 days....",982021,982018.0
1575637,253112,True,Sun Nov 26 12:55:04 +0000 2017,@AmazonHelp Eu que agradeço o ótimo atendimento.,1575638,1575636.0
2251917,412981,True,Sun Oct 29 05:27:36 +0000 2017,"@AmazonHelp my no has been blocked from amazon, I was trying from a different no selecting ""something else"" but calls cut saying ""no order""",2251919,2251916.0
988093,354111,True,Sat Oct 14 10:40:53 +0000 2017,@AmazonHelp delivery driver has just smashed up my clearly marked sealed letterbox and forced a parcel through am very upset,988092,
1609553,494147,True,Sun Nov 05 11:34:06 +0000 2017,@AmazonHelp チョコレート味だいすきです( ¯ᒡ̱¯ )و♡,1609555,1609552.0
884891,201728,True,Fri Oct 20 22:59:53 +0000 2017,@AmazonHelp The same thing it's been saying. I'm just sad that I paid to rush it and it's not here. I don't know why it's delayed. It doesn't say,884892,884890.0
606222,264073,True,Wed Nov 22 14:23:48 +0000 2017,@AmazonHelp Contents I believe are fine (wife's present to me) but we already have delivery preferences set up. And that is not our next door neighbour or a safe place,,606221.0
1028952,363465,True,Mon Oct 23 03:34:27 +0000 2017,"@AmazonHelp I didn't got my book, ""securing india"" till now..Delivery date was 16-18 OCT https://t.co/Xv5xFsFnik","1028950,1028954",
2769030,157017,True,Tue Nov 21 13:00:49 +0000 2017,@AmazonHelp This is the 1st one you sent yesterday!! I’ve waited since July for this and twice you’ve let me down!! No care given at depot!!! 😤😡😤 https://t.co/HpqdCgAqo6,2769032,2769028.0
322624,191896,True,Sun Oct 08 01:53:55 +0000 2017,"@AmazonHelp I had a word with your customer care people, i am not satisfied with your services. I recently ordered another mobile and other things(1/3).",322630,322622.0
72001,132155,True,Thu Nov 30 06:29:04 +0000 2017,@AmazonHelp Actually I have submitted the form. I could fill in the form. Please do see and let me know.,72000,72002.0
2103042,620970,True,Wed Nov 08 11:46:36 +0000 2017,"@AmazonHelp I downloaded  sample of this bool in the morning, that time it was available for purchase. Now showing this status. https://t.co/l4Ne33KvL1",2103045,2103041.0
2940329,812382,True,Wed Nov 29 13:16:53 +0000 2017,"@AmazonHelp ""Vinay:I can understand how disappointing it is, but while creating a return action it has failed 6 times while creating a replacement request for the item, But let me check with it again in a while. I'll keep a follow up for you and will make sure that the correct resolution is""",,2940326.0
936083,341922,True,Fri Oct 13 23:16:17 +0000 2017,@AmazonHelp  this is what it's said I have no idea what DO is I have no neighbours with these initials no calling card left https://t.co/dygJszLXdj,936085,936081.0
56875,128885,True,Thu Nov 02 03:23:53 +0000 2017,@AmazonHelp Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few,"56876,56877",56873.0
2937396,811996,True,Wed Nov 29 12:05:17 +0000 2017,@AmazonHelp It says no orders found?,2937395,2937397.0
23037,121014,True,Sat Nov 25 11:48:26 +0000 2017,@AmazonHelp I sent an email to customer service and I got no answer,23042,23032.0
379297,206005,True,Mon Oct 09 07:04:20 +0000 2017,@AmazonHelp Did multiple times and all the executives same old story wait for another day then will initiate refund.Why u hv 1 day delivery at all?,"379299,379300",379296.0
1331833,430714,True,Fri Oct 27 13:12:10 +0000 2017,@AmazonHelp Already shared on the previous message.,,1331832.0
1674893,509606,True,Mon Nov 06 17:23:53 +0000 2017,@AmazonHelp I'm a college student whos now going broke from the constant mixups or lost mail. Sent the package to the wrong box. I had to purchase a new,,1674889.0
1208741,391986,True,Wed Oct 25 10:31:57 +0000 2017,"@AmazonHelp help! Le ""compteur"" est ré initialisé au bout de combien de temps ? https://t.co/8O206Z1Zdh",1208739,
2019958,597340,True,Wed Oct 18 19:32:25 +0000 2017,"@353581 @AmazonHelp Support told me that the book did indeed match the promo, but the discount didn’t apply, and now the book is already shipped out.","2019959,2019957",2019960.0
936710,342055,True,Sat Oct 21 18:23:09 +0000 2017,"@amazonhelp thanks for the quick response, I’ve sent an email",,936709.0
1159116,392672,True,Sun Oct 15 20:00:47 +0000 2017,"@AmazonHelp Filed claim and they closed it. No biggy , like i stated earlier, #Amazon guarantee is worthless which I've proven to be a #Fact",1159117,1159115.0
1674225,509421,True,Mon Nov 06 17:32:29 +0000 2017,"@AmazonHelp According to the various Livechat reps, the carrier has been contacted each time with the instructions on how to find us.",,1674224.0
283522,183541,True,Wed Oct 04 07:27:47 +0000 2017,"@AmazonHelp been waiting for my 'global store' order for 1 month, and now all i get is 'sorry for inconvenience'. CLASSIC JOB by @115850",283521,
2855124,441887,True,Mon Nov 27 21:10:22 +0000 2017,"@AmazonHelp Due to be delivered tomorrow, but @122232 keep using this as an excuse. We are in a rural area and probably inconvenient to deliver to. But little point in buying from Amazon if delivery unreliable.",2855126,2855123.0
2542959,722962,True,Thu Nov 16 14:42:43 +0000 2017,"@AmazonHelp Just realized that's an Amazon UK link. 😅 No wonder I was having trouble ahaha. Okay, email sent via the US site just now 🙂",2542961,2542958.0
2504846,714308,True,Wed Nov 15 21:39:57 +0000 2017,"@AmazonHelp Had 1 response from 1st e/mail in which told was waiting on 2nd delivery &amp; was'nt holding my breath for it either. Right. So e/mailed again, so far no response. Lost count but must be 6/8 problems past yr. NOT GOOD ENOUGH. Rely on you as disabled.",2504848,2504845.0
2698951,522508,True,Sun Nov 19 20:07:25 +0000 2017,@AmazonHelp Customer care person said he initiated it but did not receive any calls,2698949,2698952.0
1547598,479146,True,Sat Nov 04 09:25:12 +0000 2017,@AmazonHelp Pls call i m not going to share anything...i have already retured product which was not genuine that time only u should have asked details.,"1547599,1547600",1547597.0
542091,245813,True,Sat Dec 02 16:05:18 +0000 2017,@AmazonHelp não vai me ajudar a resolver o problema?,542089,542097.0
1636652,500584,True,Sun Nov 05 21:44:10 +0000 2017,"@AmazonHelp Ooh 12 hrs, don't rush, it's only been 3 days since I reported my account being robbed https://t.co/mehmYHeIVq",,1636651.0
1001061,356992,True,Sun Oct 15 05:25:32 +0000 2017,"@AmazonHelp But the date says u will gt replacement device by 29th Nov, didnt u see me msg screen ? Let me attach it again https://t.co/qCcmU7B26O",,1001060.0
2529986,720228,True,Mon Oct 30 10:46:16 +0000 2017,@AmazonHelp It says “your package may be lost” - last recorded action was package handed to carrier on 24/10,2529987,2529985.0
972855,350729,True,Thu Oct 19 05:35:30 +0000 2017,@115821 @AmazonHelp मोबाइल नंबर है 7985530972 जिसके द्वारा डिलीवरी दी गई ।,972853,972856.0
2426030,359143,True,Tue Nov 14 22:32:54 +0000 2017,"@AmazonHelp WOW THANK YOU!
That wasn’t the Intention but thank you.",,2426029.0
757743,301084,True,Thu Oct 12 04:00:38 +0000 2017,@AmazonHelp I m listening this statement from your customer care daily. I don't want update I want my product. Pls deliver it,757744,757742.0
2698932,758283,True,Sun Nov 19 20:16:55 +0000 2017,"@AmazonHelp it's ok, I've learnt not to believe you and have now cancelled and removed all payment methods from my account. Too many lies.",,2698931.0
508220,236688,True,Fri Dec 01 22:19:55 +0000 2017,@AmazonHelp Oops sorry that’s been removed now... no we’ve been unable to locate our delivery as no-one was home at the time that is specified on the Tracking ID,508221,508219.0
2710837,761154,True,Mon Nov 20 02:26:52 +0000 2017,@AmazonHelp Let me check my email real quick. Just don't get why there's a Saturday delivery. And it ain't here.,,2710836.0
1303700,424641,True,Fri Oct 27 01:18:59 +0000 2017,@AmazonHelp I just now sent a Direct Message about a concern with sharing a PDF to the mobile Kindle app for Android. Thanks for any help.,1303699,
1515332,471572,True,Sat Nov 04 13:05:32 +0000 2017,@AmazonHelp 👍🏻,,1515331.0
28422,122219,True,Thu Oct 19 21:55:00 +0000 2017,@AmazonHelp . @115821 another day goes by with radio silence. Package now 3 days late no shipment. Month long process with no answers,,28417.0
167981,155078,True,Fri Nov 24 21:01:37 +0000 2017,@AmazonHelp SIM! E COM BOLINHO HEHE,167983,167980.0
1544043,478298,True,Tue Oct 17 02:52:10 +0000 2017,"@AmazonHelp At 8 pm when it was supposed to be here by it changed to Oct 14-Oct 16. Which, if that's originally what it said, no big. But, it said today","1544045,1544046",1544042.0
2718040,762842,True,Mon Nov 20 09:49:21 +0000 2017,@AmazonHelp I ordered 22 quantities of VR Headset but when the shipment arrived it had only 1. and we even paid the entire amount as per attached invoice.,2718042,2718039.0
1116524,383454,True,Tue Oct 24 04:39:16 +0000 2017,@AmazonHelp Then accept amazon India is fraud company it's  moto is stealing Indian people's money,1116526,1116522.0
122722,143382,True,Thu Nov 23 16:00:19 +0000 2017,@AmazonHelp Done,122720,122723.0
553368,249055,True,Sat Dec 02 20:17:48 +0000 2017,@AmazonHelp Tried everything before with no luck - so frustrating 😩,553370,553367.0
1523968,473464,True,Fri Nov 03 21:16:29 +0000 2017,"@AmazonHelp I say so because until last year, even Amazon was great in this regard...","1523967,1523969",1523970.0
46540,126334,True,Wed Nov 01 16:54:07 +0000 2017,"@AmazonHelp I contacted you guys and eventually was giving a ""goodwill credit"" from other items but considering I dropped off the item correctly",,46536.0
2287518,664621,True,Sun Nov 12 02:55:10 +0000 2017,"@AmazonHelp It doesn’t go to checkout, it simply shows me my order again",2287519,2287517.0
2128505,149070,True,Thu Oct 19 08:49:39 +0000 2017,@AmazonHelp I filled it in yesterday as well,"2128507,2128508",2128504.0
1213298,404776,True,Tue Oct 17 22:58:55 +0000 2017,@AmazonHelp 御丁寧にありがとございます。無事発送されました、,1213300,1213297.0
1223706,385297,True,Thu Nov 16 15:09:52 +0000 2017,@AmazonHelp Thanks. But is this applicable to Alexa? It doesnt seem to be an Alexa skill. How can I let Alexa get the speed tesr result by just a voice command?,,1223705.0
1584530,144782,True,Sat Nov 04 20:50:37 +0000 2017,"@AmazonHelp Hi SJ it plays a few seconds then stops. Other functions ok, timer works, it plays my Pandora stations. Just seems to be my @116935",1584532,1584529.0
701374,287429,True,Thu Nov 23 17:18:44 +0000 2017,@AmazonHelp unhappy with delivery drivers leaving packages on doorstep in full view of passers-by. Easily stolen.,701373,
167967,155074,True,Fri Nov 24 21:03:53 +0000 2017,@155073 @AmazonHelp Não olha pra mim não,167968,167965.0
1526929,474148,True,Fri Nov 03 23:43:56 +0000 2017,@AmazonHelp I've submitted a request,,1526928.0
584562,257942,True,Sun Dec 03 16:20:42 +0000 2017,@AmazonHelp Esattamente! 💪🏻☺️,584564,584561.0
2310267,147108,True,Mon Nov 13 09:34:10 +0000 2017,@AmazonHelp When are they going to be available then?,,2310266.0
1487729,172197,True,Fri Nov 03 05:22:44 +0000 2017,"@115850 UX of amazon without subscribe and save feature is 100% and UX of subscribe and save is 0%.
@AmazonHelp @115851",1487727,
238319,172699,True,Wed Oct 04 14:26:16 +0000 2017,"@AmazonHelp Hi, that would be great but I am unable to login anymore using the link?",,238318.0
1718648,520355,True,Tue Nov 07 06:42:19 +0000 2017,@AmazonHelp I’ve been charged £7.99 for something but my account is closed. The site doesn’t allow me to contact you with an account.,1718646,
923597,216858,True,Fri Oct 13 22:38:23 +0000 2017,@115821 @AmazonHelp Why would you even bother sending a warped LP? I want my money back or the same LP sent again. Im not sending this back. https://t.co/BhwVvgXPCw,923595,
255488,176754,True,Thu Oct 05 18:58:10 +0000 2017,@AmazonHelp Already had an email saying it's going to be late!!,,255487.0
1497260,467636,True,Fri Nov 03 13:21:03 +0000 2017,"@AmazonHelp I've had enough of ur ""apologies"" n ""promises"" if I am not contacted nd my issue resolvd I'm going 2 be posting on othr social media as well","1497262,1497263",1497259.0
1176231,396689,True,Tue Sep 19 22:18:31 +0000 2017,".@AmazonHelp Happy Tuesday, @115821! Question of the day! How many of the envelope mailers do you ship every year? (With bubble padding!)",1176230,
712921,290500,True,Tue Oct 10 22:55:20 +0000 2017,@AmazonHelp Intelcom Courrier Canada Inc. Have already checked with neighbours etc. Would much prefer Canada Post....at least they can use the mailbox,712923,712920.0
248148,171641,True,Thu Oct 05 16:13:46 +0000 2017,"@AmazonHelp Thanks, please share that.",248147,248149.0
561629,249652,True,Sun Dec 03 01:48:59 +0000 2017,"@AmazonHelp No response. Typical. Amazon refuses provide proper customer support, and just stops responding, when someone demands it.",,561627.0
2273415,661294,True,Sat Nov 11 13:37:04 +0000 2017,"@AmazonHelp It says arriving today but nothing so far. Not really what I expect when I pre-order something which had 'PC download' in the product title. I expected a download code when the game was released, not to wait 2 days for an empty box to be delivered :(",2273417,2273414.0
1030165,363738,True,Tue Oct 24 05:46:23 +0000 2017,@AmazonHelp But after getting mail also issue was not take care properly,,1030162.0
2985442,823210,True,Thu Nov 30 07:09:09 +0000 2017,@AmazonHelp amazon prime express shipping.,2985443,2985441.0
2815530,784939,True,Mon Nov 27 03:10:37 +0000 2017,@AmazonHelp https://t.co/EiYGDGCf8f,2815533,2815529.0
2150941,197181,True,Thu Nov 09 03:45:30 +0000 2017,@AmazonHelp So I'll just cancel the order and place it with @127271 for pick up,2150939,2150942.0
637102,271080,True,Wed Nov 22 20:13:56 +0000 2017,@AmazonHelp i was unaware of the same . i have just created one. which shall take three days to verify. postthat ishall link the same.,637104,637101.0
179252,158250,True,Wed Oct 04 08:46:26 +0000 2017,"@AmazonHelp ありがとうございます！
先程届いて、設定も出来ました(*^^*)
これを期に、Amazonプライムに入っちゃいます(*´△｀*)。o゜
ﾔﾊﾞ(p´□`q)ﾔﾊﾞ゜o 。",179251,179253.0
179284,158252,True,Thu Sep 28 12:14:04 +0000 2017,@AmazonHelp A malformed URL in the signature /2 https://t.co/u7iPFshZY4,179283,179285.0
517664,239367,True,Sat Dec 02 01:36:29 +0000 2017,@AmazonHelp Thank you. There doesn’t appear to be a carrier listed at this stage.,517662,517665.0
2266826,659790,True,Sat Nov 11 06:57:04 +0000 2017,@AmazonHelp Purchased 2 Mob From Amazon. Delivers too late than any other. Parcel stucks @ a place for long time. Sometimes due to external factors. Plzzz care for it.,2266824,2266828.0
102915,138635,True,Sat Dec 02 08:52:22 +0000 2017,@AmazonHelp And this is your TR customer service 2: https://t.co/if43kiOTlc,,102911.0
1727879,522511,True,Tue Nov 07 11:19:59 +0000 2017,"@522512 @AmazonHelp Thanks, glad you got yours on time, now to play the waiting game https://t.co/Ha58nfimrY",,1727878.0
2115612,623668,True,Wed Nov 08 17:05:37 +0000 2017,@AmazonHelp Looks like Amazon spammers😑 https://t.co/d3C858yb3d,2115611,
2899507,803273,True,Tue Nov 28 17:48:24 +0000 2017,"@AmazonHelp I've been waiting since Friday, your customer service team keep promising it would be delivered the next day. but the real slap in the face was when the driver drove onto my rode, waited a few minutes in his van and then drove off without getting out of his vehicle",2899505,2899510.0
1942962,577705,True,Mon Oct 30 01:17:58 +0000 2017,@AmazonHelp Libros! Muchos! Yipi! https://t.co/oPwlPmjuhb,1942964,1942961.0
970863,350360,True,Sat Oct 14 06:15:17 +0000 2017,@AmazonHelp 素早い対応ありがとうございます,970865,970862.0
2734246,321030,True,Mon Nov 20 19:47:02 +0000 2017,"@AmazonHelp It was ordered from you to a locker. So it went from your warehouse, to the delivery guy, and into a locker. I don't even understand when it would have had the opportunity to be beaten around. Flap is entirely torn open. Again, £400-worth inside.","2734245,2734247,2734248",2734249.0
537522,244597,True,Sat Dec 02 14:11:55 +0000 2017,"@AmazonHelp Yeah I signed up for a free trial a few years ago, but just today got a letter saying I was eligible for another free trial.",537524,537521.0
991855,354547,True,Sat Oct 14 11:34:31 +0000 2017,@AmazonHelp i already called many times for help. you guys ignored. i want my hard earned money back.,991853,990662.0
1755992,528764,True,Tue Oct 17 20:58:49 +0000 2017,@AmazonHelp Thanks for the reply. Pre ordered on 12th October. I know with Belfast have to go through ticketmaster for presale. Would that be why?,1755994,1755991.0
1543606,478178,True,Sat Nov 04 04:40:04 +0000 2017,"@AmazonHelp The guy at ups said it’d be okay, but I’m not sure",1543605,1543607.0
982027,352833,True,Sun Oct 22 13:03:24 +0000 2017,"@AmazonHelp talking to customer service from last 4 days, same response every time. Tomorrow it will be delivered",982026,982028.0
445450,220495,True,Wed Nov 22 11:06:05 +0000 2017,@AmazonHelp That and this is what your support staff has said,445451,445449.0
180023,158370,True,Wed Oct 04 10:49:34 +0000 2017,"@AmazonHelp Literally you guys sucks at ur service and customer have to suffer, and now my money got stuck and i feels wonderful i have not my product",,180022.0
2872542,792645,True,Tue Nov 28 01:41:14 +0000 2017,@AmazonHelp i ordered an item on Friday that is $200 cheaper now and everytime i call i get told that nobody can help me.,2872541,
1474127,460611,True,Thu Nov 02 23:19:58 +0000 2017,@AmazonHelp this item wasn't actually delivered to me. rep told me they'd send it out to be delivered today but the tracking link still isn't working https://t.co/x7VlFVRfaG,,1474125.0
1366282,120687,True,Fri Oct 27 22:02:24 +0000 2017,@AmazonHelp You guys need to speed up amd get it resolved within next 12 hours. I have to make a purchase.,1366285,1366281.0
1503842,469051,True,Sat Nov 04 14:56:21 +0000 2017,@AmazonHelp it's almost 24 hours! No update from your side! Can you please tell how do i cancel this order?,1503843,1503841.0
1188590,399503,True,Wed Oct 25 06:07:11 +0000 2017,@115850 @AmazonHelp It’s working now. Thank you.,1188589,1188591.0
785791,307481,True,Thu Oct 12 08:58:28 +0000 2017,@AmazonHelp Pathetic service from your transportation department. No info about delivery . Crap tracking system. wtf happening with my order,785789,
2873274,302336,True,Tue Nov 28 03:56:35 +0000 2017,"@AmazonHelp I couldn't find the cancel link to the music app and I've been wanting to cancel for weeks, just not my stride, and now I've been charged the monthly fee.

Please unenroll and refund",2873272,2873275.0
1516049,471745,True,Fri Nov 03 20:31:15 +0000 2017,@AmazonHelp Only option I’ve been given is to wait for a refund after I return the wrong item and then order it again.. I ordered next day for a reason,1516050,1516048.0
2033169,412425,True,Wed Nov 08 08:16:11 +0000 2017,"@AmazonHelp When I order a ""like new"" product from Amazon Warehouse Deals, that means the product has never been used, right? Only the packaging is damaged?",2033168,
515997,238900,True,Sat Dec 02 00:36:17 +0000 2017,@UPSHelp We contacted @116062 AND @AmazonHelp both of whom helped us immediately and either refunded us or reordered it (to the store so we don't have to mess with @115817 again. BUT UPS WAS USELESS WITH ANY OF THIS.,532051,515996.0
286236,184194,True,Fri Oct 06 14:43:44 +0000 2017,@AmazonHelp No. Cuál es su teléfono?,286238,286235.0
1376398,440415,True,Sat Oct 28 02:23:00 +0000 2017,"@AmazonHelp I don't blame you, I love Amazon. I blame carrier.",,1376397.0
77411,133250,True,Thu Nov 30 17:10:49 +0000 2017,@AmazonHelp I think you watch this dark side in amazon sir @115851 please provide proper solution,,77407.0
1319893,428203,True,Fri Oct 27 09:12:44 +0000 2017,@AmazonHelp Sadly just a laser pointer - nothing exciting but it is going to Turkey on its holidays with me next week 😂,1319895,1319892.0
2688089,755827,True,Sun Nov 19 13:57:03 +0000 2017,@AmazonHelp @115830 these orders (due oct 30th) never arrived. Can you refund me please? https://t.co/BcFFwCy07i,2688088,
307268,189380,True,Fri Oct 06 23:59:50 +0000 2017,@AmazonHelp https://t.co/QsQthFX2H1 or https://t.co/yTNjjTaPPH will not load.,307267,
424097,192400,True,Tue Oct 10 10:49:01 +0000 2017,What a nonsense reply received @115850. At least Amazon can check my AMAZON PAY BALANCE before replying this nonsense answer. @AmazonHelp,424095,
1143145,389061,True,Sun Oct 15 16:20:47 +0000 2017,"@AmazonHelp Yep like 3 times, Fri, sat, &amp; sun now delayed til tomorrow :(",1143142,1143146.0
318889,192075,True,Sat Oct 07 10:55:06 +0000 2017,@AmazonHelp Okay. Danke :),318891,318888.0
1125044,385281,True,Mon Nov 27 14:59:13 +0000 2017,"@AmazonHelp Sadly no, the landlord is currently not available. Would it be possible for the products to be redelivered once they are returned to the seller, I am willing to pay the shipping fee again?",1125045,1125043.0
1053501,368928,True,Mon Oct 23 15:44:37 +0000 2017,@AmazonHelp time I place an order on an international Amazon website.,,1053500.0
1235527,409794,True,Wed Oct 25 21:31:03 +0000 2017,@AmazonHelp It now saying expect delivery changed to Nov 4th. This is totally unacceptable as I needed it today and pay for prime for this reason 1/2,,1235524.0
2967746,358303,True,Wed Nov 29 23:17:54 +0000 2017,"@AmazonHelp I received an email that my package was delivered today, approx 4 hours ago. But, I've no package in my possession. Nothing on back patio, nothing at the front door, nothing at the apt manager office. Umm, where's my order?",2967741,
